Protein Code,Docking Score
7635.pdbqt,-8.565
6458.pdbqt,-8.564
7505.pdbqt,-8.564
3455.pdbqt,-8.564
6132.pdbqt,-8.564
8978.pdbqt,-8.564
820.pdbqt,-8.564
5100.pdbqt,-8.563
2852.pdbqt,-8.563
6187.pdbqt,-8.563
4560.pdbqt,-8.563
2432.pdbqt,-8.563
7262.pdbqt,-8.563
7574.pdbqt,-8.562
2103.pdbqt,-8.562
6173.pdbqt,-8.562
8250.pdbqt,-8.561
2552.pdbqt,-8.561
8955.pdbqt,-8.56
2784.pdbqt,-8.56
302.pdbqt,-8.559
2288.pdbqt,-8.559
3323.pdbqt,-8.559
1324.pdbqt,-8.559
1905.pdbqt,-8.559
2402.pdbqt,-8.559
5865.pdbqt,-8.559
2520.pdbqt,-8.559
3512.pdbqt,-8.559
8995.pdbqt,-8.558
5912.pdbqt,-8.558
2272.pdbqt,-8.558
3487.pdbqt,-8.557
3174.pdbqt,-8.557
6578.pdbqt,-8.557
4212.pdbqt,-8.557
1424.pdbqt,-8.557
5078.pdbqt,-8.557
3593.pdbqt,-8.556
3667.pdbqt,-8.556
6228.pdbqt,-8.556
8957.pdbqt,-8.556
3366.pdbqt,-8.556
1257.pdbqt,-8.556
7552.pdbqt,-8.556
5544.pdbqt,-8.556
8941.pdbqt,-8.555
1152.pdbqt,-8.555
1312.pdbqt,-8.555
2519.pdbqt,-8.555
1536.pdbqt,-8.554
1111.pdbqt,-8.554
8410.pdbqt,-8.554
6455.pdbqt,-8.554
5240.pdbqt,-8.554
3966.pdbqt,-8.554
488.pdbqt,-8.553
875.pdbqt,-8.553
9126.pdbqt,-8.553
6920.pdbqt,-8.553
7634.pdbqt,-8.552
1148.pdbqt,-8.552
5597.pdbqt,-8.552
774.pdbqt,-8.552
5115.pdbqt,-8.552
6318.pdbqt,-8.552
7894.pdbqt,-8.551
2498.pdbqt,-8.551
3582.pdbqt,-8.55
2528.pdbqt,-8.55
3622.pdbqt,-8.55
2463.pdbqt,-8.55
6133.pdbqt,-8.55
6527.pdbqt,-8.549
5008.pdbqt,-8.549
5576.pdbqt,-8.549
4959.pdbqt,-8.549
9069.pdbqt,-8.548
4657.pdbqt,-8.548
380.pdbqt,-8.548
6852.pdbqt,-8.548
252.pdbqt,-8.548
174.pdbqt,-8.548
6714.pdbqt,-8.548
3319.pdbqt,-8.547
6830.pdbqt,-8.547
2944.pdbqt,-8.547
173.pdbqt,-8.547
4536.pdbqt,-8.547
9121.pdbqt,-8.546
3305.pdbqt,-8.546
2073.pdbqt,-8.545
7391.pdbqt,-8.545
4713.pdbqt,-8.545
6026.pdbqt,-8.544
3794.pdbqt,-8.544
5679.pdbqt,-8.544
89.pdbqt,-8.544
447.pdbqt,-8.543
6905.pdbqt,-8.543
5858.pdbqt,-8.543
4766.pdbqt,-8.543
8873.pdbqt,-8.543
7595.pdbqt,-8.542
1924.pdbqt,-8.542
3780.pdbqt,-8.542
4250.pdbqt,-8.542
684.pdbqt,-8.542
7568.pdbqt,-8.541
4367.pdbqt,-8.541
7329.pdbqt,-8.541
5773.pdbqt,-8.541
5417.pdbqt,-8.541
7231.pdbqt,-8.54
6965.pdbqt,-8.54
5534.pdbqt,-8.54
1156.pdbqt,-8.54
8946.pdbqt,-8.539
4347.pdbqt,-8.538
2472.pdbqt,-8.538
4349.pdbqt,-8.538
6989.pdbqt,-8.538
6536.pdbqt,-8.537
5642.pdbqt,-8.537
2018.pdbqt,-8.537
5620.pdbqt,-8.537
2592.pdbqt,-8.537
8851.pdbqt,-8.537
206.pdbqt,-8.537
2996.pdbqt,-8.536
3170.pdbqt,-8.536
6678.pdbqt,-8.536
463.pdbqt,-8.535
8780.pdbqt,-8.535
1210.pdbqt,-8.535
7826.pdbqt,-8.535
8723.pdbqt,-8.535
4729.pdbqt,-8.534
7900.pdbqt,-8.534
7872.pdbqt,-8.534
6041.pdbqt,-8.533
7409.pdbqt,-8.533
5053.pdbqt,-8.533
8460.pdbqt,-8.533
4841.pdbqt,-8.533
7494.pdbqt,-8.532
5328.pdbqt,-8.531
957.pdbqt,-8.53
6637.pdbqt,-8.53
8222.pdbqt,-8.53
1433.pdbqt,-8.53
2454.pdbqt,-8.53
9018.pdbqt,-8.53
4698.pdbqt,-8.529
6450.pdbqt,-8.529
8930.pdbqt,-8.529
5042.pdbqt,-8.529
5615.pdbqt,-8.528
5380.pdbqt,-8.528
5054.pdbqt,-8.528
5868.pdbqt,-8.528
5863.pdbqt,-8.528
6290.pdbqt,-8.528
4052.pdbqt,-8.527
5026.pdbqt,-8.527
7843.pdbqt,-8.527
6502.pdbqt,-8.527
3275.pdbqt,-8.527
6848.pdbqt,-8.527
8014.pdbqt,-8.527
3595.pdbqt,-8.527
855.pdbqt,-8.527
6442.pdbqt,-8.526
5692.pdbqt,-8.526
719.pdbqt,-8.526
2084.pdbqt,-8.526
1352.pdbqt,-8.525
7139.pdbqt,-8.525
877.pdbqt,-8.525
7658.pdbqt,-8.525
806.pdbqt,-8.525
8844.pdbqt,-8.525
1109.pdbqt,-8.525
4752.pdbqt,-8.524
6402.pdbqt,-8.524
8392.pdbqt,-8.524
7967.pdbqt,-8.524
3521.pdbqt,-8.524
7899.pdbqt,-8.524
8.pdbqt,-8.524
6884.pdbqt,-8.523
8192.pdbqt,-8.523
1820.pdbqt,-8.523
5478.pdbqt,-8.523
7632.pdbqt,-8.522
1492.pdbqt,-8.522
3324.pdbqt,-8.522
7420.pdbqt,-8.522
5242.pdbqt,-8.522
2862.pdbqt,-8.522
2128.pdbqt,-8.522
498.pdbqt,-8.522
7797.pdbqt,-8.522
7108.pdbqt,-8.522
2606.pdbqt,-8.522
7865.pdbqt,-8.521
2362.pdbqt,-8.521
7654.pdbqt,-8.52
9100.pdbqt,-8.52
782.pdbqt,-8.52
4376.pdbqt,-8.52
5159.pdbqt,-8.52
5602.pdbqt,-8.519
7886.pdbqt,-8.519
6064.pdbqt,-8.519
5212.pdbqt,-8.519
2160.pdbqt,-8.519
8977.pdbqt,-8.518
5902.pdbqt,-8.518
6478.pdbqt,-8.518
1601.pdbqt,-8.518
6702.pdbqt,-8.517
6722.pdbqt,-8.517
627.pdbqt,-8.517
843.pdbqt,-8.517
136.pdbqt,-8.517
5493.pdbqt,-8.517
8106.pdbqt,-8.516
4234.pdbqt,-8.516
3974.pdbqt,-8.516
9179.pdbqt,-8.516
6555.pdbqt,-8.516
7919.pdbqt,-8.516
2844.pdbqt,-8.516
1915.pdbqt,-8.516
5032.pdbqt,-8.516
4248.pdbqt,-8.515
4437.pdbqt,-8.515
6454.pdbqt,-8.515
8034.pdbqt,-8.515
1068.pdbqt,-8.515
4435.pdbqt,-8.515
8300.pdbqt,-8.514
7122.pdbqt,-8.514
2789.pdbqt,-8.514
610.pdbqt,-8.514
6390.pdbqt,-8.514
5470.pdbqt,-8.513
1709.pdbqt,-8.513
7970.pdbqt,-8.513
1040.pdbqt,-8.513
8975.pdbqt,-8.512
6506.pdbqt,-8.512
230.pdbqt,-8.512
830.pdbqt,-8.511
4155.pdbqt,-8.511
3064.pdbqt,-8.511
3685.pdbqt,-8.51
8160.pdbqt,-8.51
7098.pdbqt,-8.51
4670.pdbqt,-8.51
4986.pdbqt,-8.509
2799.pdbqt,-8.509
5288.pdbqt,-8.509
478.pdbqt,-8.509
8813.pdbqt,-8.509
3554.pdbqt,-8.508
25.pdbqt,-8.508
508.pdbqt,-8.508
4364.pdbqt,-8.508
5942.pdbqt,-8.508
5623.pdbqt,-8.508
1870.pdbqt,-8.508
5824.pdbqt,-8.508
897.pdbqt,-8.507
7009.pdbqt,-8.507
2495.pdbqt,-8.507
5893.pdbqt,-8.507
4960.pdbqt,-8.507
8837.pdbqt,-8.506
3849.pdbqt,-8.506
2054.pdbqt,-8.506
5489.pdbqt,-8.506
3518.pdbqt,-8.506
7811.pdbqt,-8.506
3881.pdbqt,-8.506
2502.pdbqt,-8.505
5166.pdbqt,-8.505
8569.pdbqt,-8.505
8680.pdbqt,-8.505
6080.pdbqt,-8.504
5093.pdbqt,-8.504
7276.pdbqt,-8.504
8758.pdbqt,-8.504
2956.pdbqt,-8.504
1484.pdbqt,-8.504
8588.pdbqt,-8.504
9047.pdbqt,-8.503
7373.pdbqt,-8.503
8129.pdbqt,-8.502
121.pdbqt,-8.502
6156.pdbqt,-8.502
3123.pdbqt,-8.502
6914.pdbqt,-8.501
1079.pdbqt,-8.501
6095.pdbqt,-8.501
1202.pdbqt,-8.5
735.pdbqt,-8.5
284.pdbqt,-8.499
3130.pdbqt,-8.499
7620.pdbqt,-8.499
2997.pdbqt,-8.499
8528.pdbqt,-8.499
918.pdbqt,-8.499
1381.pdbqt,-8.498
3222.pdbqt,-8.498
2034.pdbqt,-8.498
1572.pdbqt,-8.497
7351.pdbqt,-8.497
4722.pdbqt,-8.497
6023.pdbqt,-8.497
8052.pdbqt,-8.497
7739.pdbqt,-8.497
2587.pdbqt,-8.496
3040.pdbqt,-8.496
4336.pdbqt,-8.496
3689.pdbqt,-8.496
2330.pdbqt,-8.496
7949.pdbqt,-8.496
7823.pdbqt,-8.495
1756.pdbqt,-8.495
3996.pdbqt,-8.495
8963.pdbqt,-8.495
1885.pdbqt,-8.495
154.pdbqt,-8.494
7008.pdbqt,-8.494
2636.pdbqt,-8.493
1229.pdbqt,-8.493
16.pdbqt,-8.493
259.pdbqt,-8.493
5366.pdbqt,-8.493
790.pdbqt,-8.492
8290.pdbqt,-8.492
3541.pdbqt,-8.492
7392.pdbqt,-8.491
1982.pdbqt,-8.491
8700.pdbqt,-8.491
2670.pdbqt,-8.491
6162.pdbqt,-8.491
2477.pdbqt,-8.491
3234.pdbqt,-8.491
1579.pdbqt,-8.491
3224.pdbqt,-8.49
7795.pdbqt,-8.49
9112.pdbqt,-8.49
4690.pdbqt,-8.49
7600.pdbqt,-8.49
7495.pdbqt,-8.49
7775.pdbqt,-8.49
142.pdbqt,-8.49
6632.pdbqt,-8.49
2792.pdbqt,-8.489
7280.pdbqt,-8.489
3494.pdbqt,-8.489
2976.pdbqt,-8.489
4786.pdbqt,-8.489
4837.pdbqt,-8.489
8201.pdbqt,-8.488
5788.pdbqt,-8.488
4886.pdbqt,-8.488
6050.pdbqt,-8.488
4495.pdbqt,-8.488
7609.pdbqt,-8.488
5422.pdbqt,-8.487
8606.pdbqt,-8.487
7442.pdbqt,-8.487
5108.pdbqt,-8.487
4007.pdbqt,-8.486
710.pdbqt,-8.486
3489.pdbqt,-8.486
553.pdbqt,-8.486
3655.pdbqt,-8.486
2079.pdbqt,-8.486
3716.pdbqt,-8.485
2841.pdbqt,-8.485
8590.pdbqt,-8.484
6826.pdbqt,-8.484
8840.pdbqt,-8.484
2830.pdbqt,-8.484
7164.pdbqt,-8.484
2139.pdbqt,-8.483
7218.pdbqt,-8.483
6608.pdbqt,-8.483
2676.pdbqt,-8.483
5065.pdbqt,-8.482
5954.pdbqt,-8.482
5582.pdbqt,-8.482
492.pdbqt,-8.482
3382.pdbqt,-8.482
162.pdbqt,-8.482
8696.pdbqt,-8.481
1309.pdbqt,-8.481
5847.pdbqt,-8.481
2877.pdbqt,-8.481
6617.pdbqt,-8.481
6110.pdbqt,-8.481
5280.pdbqt,-8.48
3294.pdbqt,-8.48
7992.pdbqt,-8.48
4011.pdbqt,-8.48
7389.pdbqt,-8.479
2162.pdbqt,-8.479
2026.pdbqt,-8.479
7618.pdbqt,-8.479
5816.pdbqt,-8.478
8190.pdbqt,-8.478
1694.pdbqt,-8.478
2439.pdbqt,-8.477
7756.pdbqt,-8.477
2315.pdbqt,-8.477
7679.pdbqt,-8.477
4371.pdbqt,-8.477
6642.pdbqt,-8.476
4669.pdbqt,-8.476
5058.pdbqt,-8.476
6501.pdbqt,-8.476
1992.pdbqt,-8.476
8905.pdbqt,-8.476
2144.pdbqt,-8.476
2946.pdbqt,-8.475
3057.pdbqt,-8.475
5756.pdbqt,-8.475
7319.pdbqt,-8.475
5852.pdbqt,-8.475
2940.pdbqt,-8.474
9130.pdbqt,-8.474
7704.pdbqt,-8.474
2137.pdbqt,-8.474
7751.pdbqt,-8.474
7026.pdbqt,-8.474
7309.pdbqt,-8.474
4187.pdbqt,-8.473
2122.pdbqt,-8.473
7541.pdbqt,-8.472
9098.pdbqt,-8.472
4373.pdbqt,-8.472
8566.pdbqt,-8.472
7720.pdbqt,-8.472
7355.pdbqt,-8.472
4454.pdbqt,-8.471
8176.pdbqt,-8.471
3303.pdbqt,-8.471
1330.pdbqt,-8.471
8822.pdbqt,-8.47
8446.pdbqt,-8.47
6761.pdbqt,-8.47
6959.pdbqt,-8.47
7560.pdbqt,-8.47
8621.pdbqt,-8.47
8527.pdbqt,-8.469
7416.pdbqt,-8.469
5282.pdbqt,-8.469
398.pdbqt,-8.469
2898.pdbqt,-8.468
2635.pdbqt,-8.468
8208.pdbqt,-8.468
2264.pdbqt,-8.468
8298.pdbqt,-8.468
7548.pdbqt,-8.468
6831.pdbqt,-8.468
1844.pdbqt,-8.467
1480.pdbqt,-8.467
1396.pdbqt,-8.467
5046.pdbqt,-8.467
3620.pdbqt,-8.467
5606.pdbqt,-8.467
1655.pdbqt,-8.467
1817.pdbqt,-8.467
3315.pdbqt,-8.466
7702.pdbqt,-8.466
1505.pdbqt,-8.466
6022.pdbqt,-8.466
6511.pdbqt,-8.466
3680.pdbqt,-8.466
3556.pdbqt,-8.466
1407.pdbqt,-8.466
312.pdbqt,-8.465
5732.pdbqt,-8.465
6075.pdbqt,-8.465
850.pdbqt,-8.465
8417.pdbqt,-8.465
8759.pdbqt,-8.465
7498.pdbqt,-8.464
9125.pdbqt,-8.464
4111.pdbqt,-8.464
5987.pdbqt,-8.464
8880.pdbqt,-8.464
7786.pdbqt,-8.464
6842.pdbqt,-8.463
6635.pdbqt,-8.463
4061.pdbqt,-8.462
4793.pdbqt,-8.462
1919.pdbqt,-8.462
4090.pdbqt,-8.462
8996.pdbqt,-8.462
1667.pdbqt,-8.462
3587.pdbqt,-8.462
3197.pdbqt,-8.462
8552.pdbqt,-8.461
7873.pdbqt,-8.461
5953.pdbqt,-8.461
8188.pdbqt,-8.461
4869.pdbqt,-8.461
1853.pdbqt,-8.46
5663.pdbqt,-8.46
3927.pdbqt,-8.46
932.pdbqt,-8.46
6339.pdbqt,-8.46
3350.pdbqt,-8.459
7265.pdbqt,-8.459
5790.pdbqt,-8.459
7631.pdbqt,-8.459
5215.pdbqt,-8.459
5911.pdbqt,-8.459
8800.pdbqt,-8.459
2556.pdbqt,-8.459
3118.pdbqt,-8.458
3316.pdbqt,-8.458
2411.pdbqt,-8.458
5428.pdbqt,-8.458
4198.pdbqt,-8.457
1050.pdbqt,-8.457
7127.pdbqt,-8.457
3590.pdbqt,-8.457
1554.pdbqt,-8.456
6364.pdbqt,-8.456
2483.pdbqt,-8.456
4405.pdbqt,-8.456
604.pdbqt,-8.456
7784.pdbqt,-8.456
9104.pdbqt,-8.456
294.pdbqt,-8.456
4733.pdbqt,-8.456
2382.pdbqt,-8.456
7544.pdbqt,-8.455
3507.pdbqt,-8.455
1302.pdbqt,-8.455
7415.pdbqt,-8.455
1384.pdbqt,-8.455
5772.pdbqt,-8.455
4517.pdbqt,-8.453
1414.pdbqt,-8.453
7748.pdbqt,-8.453
7113.pdbqt,-8.453
2130.pdbqt,-8.453
4958.pdbqt,-8.453
8688.pdbqt,-8.452
5728.pdbqt,-8.452
8264.pdbqt,-8.452
5518.pdbqt,-8.452
6018.pdbqt,-8.452
8898.pdbqt,-8.452
499.pdbqt,-8.452
449.pdbqt,-8.451
1943.pdbqt,-8.451
8658.pdbqt,-8.451
7715.pdbqt,-8.451
7754.pdbqt,-8.451
6951.pdbqt,-8.45
6001.pdbqt,-8.45
3175.pdbqt,-8.45
974.pdbqt,-8.449
2679.pdbqt,-8.449
5946.pdbqt,-8.449
5507.pdbqt,-8.449
5071.pdbqt,-8.449
175.pdbqt,-8.448
7780.pdbqt,-8.448
6911.pdbqt,-8.448
3863.pdbqt,-8.448
4686.pdbqt,-8.448
7444.pdbqt,-8.448
1710.pdbqt,-8.448
5193.pdbqt,-8.448
1997.pdbqt,-8.447
6732.pdbqt,-8.446
8072.pdbqt,-8.446
8632.pdbqt,-8.446
3787.pdbqt,-8.445
2892.pdbqt,-8.445
1458.pdbqt,-8.445
3509.pdbqt,-8.445
8835.pdbqt,-8.445
2829.pdbqt,-8.445
936.pdbqt,-8.445
4896.pdbqt,-8.444
3967.pdbqt,-8.444
3266.pdbqt,-8.444
5406.pdbqt,-8.444
7082.pdbqt,-8.444
7695.pdbqt,-8.444
1938.pdbqt,-8.443
6912.pdbqt,-8.443
7667.pdbqt,-8.443
4769.pdbqt,-8.443
2834.pdbqt,-8.443
1792.pdbqt,-8.443
7897.pdbqt,-8.443
3770.pdbqt,-8.443
6045.pdbqt,-8.443
5107.pdbqt,-8.443
9054.pdbqt,-8.442
8126.pdbqt,-8.442
3976.pdbqt,-8.442
2211.pdbqt,-8.442
1829.pdbqt,-8.442
5832.pdbqt,-8.441
7768.pdbqt,-8.441
8779.pdbqt,-8.441
7330.pdbqt,-8.441
4744.pdbqt,-8.441
7757.pdbqt,-8.441
486.pdbqt,-8.44
2214.pdbqt,-8.44
5982.pdbqt,-8.44
3830.pdbqt,-8.44
6834.pdbqt,-8.439
5089.pdbqt,-8.439
9076.pdbqt,-8.438
1379.pdbqt,-8.438
2701.pdbqt,-8.438
8172.pdbqt,-8.438
5568.pdbqt,-8.438
125.pdbqt,-8.438
5940.pdbqt,-8.437
8748.pdbqt,-8.436
8622.pdbqt,-8.436
1624.pdbqt,-8.436
4434.pdbqt,-8.436
3253.pdbqt,-8.436
4092.pdbqt,-8.435
1882.pdbqt,-8.435
418.pdbqt,-8.435
8144.pdbqt,-8.434
3527.pdbqt,-8.434
734.pdbqt,-8.434
4646.pdbqt,-8.434
7228.pdbqt,-8.434
4277.pdbqt,-8.434
8297.pdbqt,-8.434
7964.pdbqt,-8.434
1977.pdbqt,-8.434
8236.pdbqt,-8.433
4490.pdbqt,-8.433
3156.pdbqt,-8.433
6677.pdbqt,-8.432
6048.pdbqt,-8.431
4104.pdbqt,-8.431
3438.pdbqt,-8.431
6349.pdbqt,-8.431
8466.pdbqt,-8.431
1960.pdbqt,-8.43
470.pdbqt,-8.43
3608.pdbqt,-8.43
1082.pdbqt,-8.429
2324.pdbqt,-8.429
7519.pdbqt,-8.429
9146.pdbqt,-8.429
6383.pdbqt,-8.429
8711.pdbqt,-8.429
7314.pdbqt,-8.429
4934.pdbqt,-8.429
6036.pdbqt,-8.429
3157.pdbqt,-8.429
4738.pdbqt,-8.428
6970.pdbqt,-8.428
6138.pdbqt,-8.428
1437.pdbqt,-8.428
56.pdbqt,-8.428
2840.pdbqt,-8.428
3906.pdbqt,-8.428
5431.pdbqt,-8.428
2739.pdbqt,-8.428
3922.pdbqt,-8.428
1547.pdbqt,-8.427
8611.pdbqt,-8.426
4764.pdbqt,-8.426
7577.pdbqt,-8.426
3390.pdbqt,-8.425
4458.pdbqt,-8.425
1462.pdbqt,-8.425
4425.pdbqt,-8.425
3793.pdbqt,-8.425
7174.pdbqt,-8.424
8135.pdbqt,-8.424
6384.pdbqt,-8.424
6988.pdbqt,-8.424
2028.pdbqt,-8.424
3210.pdbqt,-8.424
8426.pdbqt,-8.424
1276.pdbqt,-8.423
3611.pdbqt,-8.423
6850.pdbqt,-8.422
1587.pdbqt,-8.422
489.pdbqt,-8.422
7150.pdbqt,-8.421
6653.pdbqt,-8.421
6711.pdbqt,-8.421
3267.pdbqt,-8.42
400.pdbqt,-8.42
200.pdbqt,-8.42
6844.pdbqt,-8.42
5438.pdbqt,-8.42
1591.pdbqt,-8.42
8225.pdbqt,-8.42
7292.pdbqt,-8.419
8459.pdbqt,-8.419
4952.pdbqt,-8.419
8504.pdbqt,-8.419
2733.pdbqt,-8.419
1163.pdbqt,-8.418
7484.pdbqt,-8.418
2934.pdbqt,-8.418
2924.pdbqt,-8.417
5886.pdbqt,-8.417
7354.pdbqt,-8.416
3381.pdbqt,-8.416
8838.pdbqt,-8.416
6408.pdbqt,-8.415
6669.pdbqt,-8.415
6128.pdbqt,-8.415
7323.pdbqt,-8.414
1869.pdbqt,-8.414
3698.pdbqt,-8.414
6800.pdbqt,-8.414
7303.pdbqt,-8.413
8214.pdbqt,-8.413
3549.pdbqt,-8.413
7708.pdbqt,-8.413
4503.pdbqt,-8.412
4352.pdbqt,-8.412
5714.pdbqt,-8.412
6040.pdbqt,-8.412
12.pdbqt,-8.412
4816.pdbqt,-8.412
720.pdbqt,-8.412
6622.pdbqt,-8.411
4914.pdbqt,-8.411
1070.pdbqt,-8.411
8010.pdbqt,-8.411
1500.pdbqt,-8.411
8142.pdbqt,-8.411
4774.pdbqt,-8.411
4680.pdbqt,-8.411
8902.pdbqt,-8.411
3309.pdbqt,-8.41
8322.pdbqt,-8.41
1422.pdbqt,-8.409
3006.pdbqt,-8.409
3261.pdbqt,-8.409
7810.pdbqt,-8.409
7512.pdbqt,-8.409
6640.pdbqt,-8.409
6745.pdbqt,-8.408
2657.pdbqt,-8.408
6549.pdbqt,-8.408
8359.pdbqt,-8.408
1166.pdbqt,-8.408
8363.pdbqt,-8.408
7566.pdbqt,-8.408
6144.pdbqt,-8.408
3738.pdbqt,-8.408
7863.pdbqt,-8.408
6699.pdbqt,-8.407
5702.pdbqt,-8.406
1583.pdbqt,-8.406
2638.pdbqt,-8.406
5320.pdbqt,-8.406
5018.pdbqt,-8.405
5309.pdbqt,-8.405
5255.pdbqt,-8.405
8266.pdbqt,-8.404
7692.pdbqt,-8.404
4047.pdbqt,-8.404
7092.pdbqt,-8.404
6171.pdbqt,-8.404
5391.pdbqt,-8.404
5381.pdbqt,-8.403
8136.pdbqt,-8.403
8049.pdbqt,-8.403
2354.pdbqt,-8.403
6044.pdbqt,-8.403
7657.pdbqt,-8.403
2994.pdbqt,-8.402
732.pdbqt,-8.402
4754.pdbqt,-8.402
5447.pdbqt,-8.402
2558.pdbqt,-8.401
7163.pdbqt,-8.401
4584.pdbqt,-8.4
1326.pdbqt,-8.4
507.pdbqt,-8.399
3788.pdbqt,-8.399
275.pdbqt,-8.399
2728.pdbqt,-8.399
4475.pdbqt,-8.399
1199.pdbqt,-8.397
3369.pdbqt,-8.397
2056.pdbqt,-8.397
8091.pdbqt,-8.397
8262.pdbqt,-8.396
3712.pdbqt,-8.396
2292.pdbqt,-8.396
8579.pdbqt,-8.396
986.pdbqt,-8.396
1580.pdbqt,-8.396
2754.pdbqt,-8.396
6650.pdbqt,-8.396
6572.pdbqt,-8.395
5573.pdbqt,-8.395
3346.pdbqt,-8.395
8253.pdbqt,-8.394
2801.pdbqt,-8.394
2425.pdbqt,-8.394
5256.pdbqt,-8.394
6363.pdbqt,-8.394
8020.pdbqt,-8.394
8765.pdbqt,-8.393
4912.pdbqt,-8.393
4049.pdbqt,-8.393
6856.pdbqt,-8.393
914.pdbqt,-8.393
1724.pdbqt,-8.393
4413.pdbqt,-8.392
4907.pdbqt,-8.392
2456.pdbqt,-8.392
2764.pdbqt,-8.392
5200.pdbqt,-8.392
8944.pdbqt,-8.391
2859.pdbqt,-8.391
2588.pdbqt,-8.391
6153.pdbqt,-8.39
8395.pdbqt,-8.39
7681.pdbqt,-8.39
362.pdbqt,-8.39
4968.pdbqt,-8.39
4154.pdbqt,-8.389
1386.pdbqt,-8.389
779.pdbqt,-8.389
4412.pdbqt,-8.389
3172.pdbqt,-8.389
6257.pdbqt,-8.389
5066.pdbqt,-8.388
2281.pdbqt,-8.388
7514.pdbqt,-8.387
5843.pdbqt,-8.387
8540.pdbqt,-8.386
7451.pdbqt,-8.385
884.pdbqt,-8.385
2780.pdbqt,-8.384
2276.pdbqt,-8.384
4930.pdbqt,-8.384
7400.pdbqt,-8.384
3543.pdbqt,-8.384
6610.pdbqt,-8.384
7470.pdbqt,-8.383
6106.pdbqt,-8.383
6084.pdbqt,-8.383
949.pdbqt,-8.383
4079.pdbqt,-8.383
1231.pdbqt,-8.383
4062.pdbqt,-8.383
5503.pdbqt,-8.383
7084.pdbqt,-8.382
319.pdbqt,-8.381
7436.pdbqt,-8.381
6817.pdbqt,-8.381
4932.pdbqt,-8.38
6885.pdbqt,-8.38
5694.pdbqt,-8.38
4964.pdbqt,-8.38
9089.pdbqt,-8.38
1818.pdbqt,-8.38
4124.pdbqt,-8.38
6675.pdbqt,-8.38
3903.pdbqt,-8.38
2843.pdbqt,-8.38
4570.pdbqt,-8.38
6971.pdbqt,-8.379
6202.pdbqt,-8.379
1116.pdbqt,-8.379
5001.pdbqt,-8.379
1633.pdbqt,-8.379
4623.pdbqt,-8.379
8942.pdbqt,-8.379
4678.pdbqt,-8.378
6354.pdbqt,-8.378
4635.pdbqt,-8.378
6008.pdbqt,-8.378
1320.pdbqt,-8.378
5794.pdbqt,-8.378
2900.pdbqt,-8.378
6174.pdbqt,-8.378
7879.pdbqt,-8.378
3663.pdbqt,-8.377
3190.pdbqt,-8.377
1596.pdbqt,-8.377
3131.pdbqt,-8.377
6581.pdbqt,-8.376
6979.pdbqt,-8.376
233.pdbqt,-8.376
3652.pdbqt,-8.376
4808.pdbqt,-8.376
3694.pdbqt,-8.375
168.pdbqt,-8.375
8453.pdbqt,-8.374
9080.pdbqt,-8.374
4254.pdbqt,-8.374
3001.pdbqt,-8.373
3746.pdbqt,-8.373
6606.pdbqt,-8.373
8130.pdbqt,-8.373
2375.pdbqt,-8.373
7955.pdbqt,-8.372
7749.pdbqt,-8.372
283.pdbqt,-8.372
9036.pdbqt,-8.372
1137.pdbqt,-8.371
3314.pdbqt,-8.371
3921.pdbqt,-8.371
4668.pdbqt,-8.371
2468.pdbqt,-8.371
4266.pdbqt,-8.37
8084.pdbqt,-8.37
6367.pdbqt,-8.37
6718.pdbqt,-8.37
2098.pdbqt,-8.37
3070.pdbqt,-8.37
4395.pdbqt,-8.369
4938.pdbqt,-8.369
427.pdbqt,-8.369
4755.pdbqt,-8.369
2738.pdbqt,-8.369
3668.pdbqt,-8.369
6689.pdbqt,-8.369
8042.pdbqt,-8.368
3129.pdbqt,-8.368
170.pdbqt,-8.368
8689.pdbqt,-8.368
1151.pdbqt,-8.366
5164.pdbqt,-8.366
5162.pdbqt,-8.366
7971.pdbqt,-8.366
1638.pdbqt,-8.366
1455.pdbqt,-8.365
8284.pdbqt,-8.365
2497.pdbqt,-8.365
6101.pdbqt,-8.365
1469.pdbqt,-8.364
7805.pdbqt,-8.364
5160.pdbqt,-8.364
5656.pdbqt,-8.364
6964.pdbqt,-8.364
2220.pdbqt,-8.364
3899.pdbqt,-8.364
169.pdbqt,-8.364
2357.pdbqt,-8.363
3751.pdbqt,-8.363
8268.pdbqt,-8.363
7287.pdbqt,-8.363
6012.pdbqt,-8.363
7294.pdbqt,-8.362
1705.pdbqt,-8.362
1878.pdbqt,-8.362
1538.pdbqt,-8.362
6641.pdbqt,-8.362
333.pdbqt,-8.361
6134.pdbqt,-8.36
2689.pdbqt,-8.36
6892.pdbqt,-8.36
7981.pdbqt,-8.359
6601.pdbqt,-8.359
8647.pdbqt,-8.359
1680.pdbqt,-8.359
3396.pdbqt,-8.359
8532.pdbqt,-8.359
3957.pdbqt,-8.359
467.pdbqt,-8.359
692.pdbqt,-8.358
8018.pdbqt,-8.358
5096.pdbqt,-8.358
5087.pdbqt,-8.358
5939.pdbqt,-8.358
9012.pdbqt,-8.358
1289.pdbqt,-8.358
771.pdbqt,-8.357
7256.pdbqt,-8.357
4207.pdbqt,-8.357
6473.pdbqt,-8.357
5264.pdbqt,-8.357
2951.pdbqt,-8.357
5956.pdbqt,-8.356
7404.pdbqt,-8.356
5766.pdbqt,-8.356
6925.pdbqt,-8.355
