Protein Code,Docking Score
69.pdbqt,-8.836
4922.pdbqt,-8.836
8790.pdbqt,-8.836
1682.pdbqt,-8.836
4000.pdbqt,-8.836
7480.pdbqt,-8.835
3646.pdbqt,-8.835
2314.pdbqt,-8.835
3748.pdbqt,-8.835
4256.pdbqt,-8.834
6926.pdbqt,-8.834
7316.pdbqt,-8.834
5307.pdbqt,-8.834
2630.pdbqt,-8.834
8510.pdbqt,-8.834
2804.pdbqt,-8.834
4606.pdbqt,-8.833
6118.pdbqt,-8.831
1438.pdbqt,-8.831
3442.pdbqt,-8.83
1041.pdbqt,-8.829
2236.pdbqt,-8.829
8486.pdbqt,-8.829
4232.pdbqt,-8.828
7463.pdbqt,-8.828
3791.pdbqt,-8.828
4709.pdbqt,-8.828
7960.pdbqt,-8.828
6513.pdbqt,-8.827
4702.pdbqt,-8.826
7838.pdbqt,-8.826
6412.pdbqt,-8.826
7364.pdbqt,-8.826
3811.pdbqt,-8.826
2441.pdbqt,-8.825
172.pdbqt,-8.825
608.pdbqt,-8.825
6716.pdbqt,-8.824
8000.pdbqt,-8.824
6380.pdbqt,-8.824
3592.pdbqt,-8.823
7220.pdbqt,-8.823
7318.pdbqt,-8.823
3326.pdbqt,-8.823
7328.pdbqt,-8.822
3516.pdbqt,-8.822
1008.pdbqt,-8.822
5890.pdbqt,-8.821
8806.pdbqt,-8.82
8246.pdbqt,-8.82
6248.pdbqt,-8.82
3484.pdbqt,-8.82
968.pdbqt,-8.819
7592.pdbqt,-8.819
4086.pdbqt,-8.819
4135.pdbqt,-8.819
5850.pdbqt,-8.819
4877.pdbqt,-8.819
7210.pdbqt,-8.819
7332.pdbqt,-8.819
1208.pdbqt,-8.818
7646.pdbqt,-8.818
6832.pdbqt,-8.818
7190.pdbqt,-8.817
5910.pdbqt,-8.817
1124.pdbqt,-8.816
3340.pdbqt,-8.816
4328.pdbqt,-8.816
1471.pdbqt,-8.815
6824.pdbqt,-8.815
3584.pdbqt,-8.815
7876.pdbqt,-8.815
190.pdbqt,-8.814
5748.pdbqt,-8.814
7598.pdbqt,-8.814
2729.pdbqt,-8.814
9074.pdbqt,-8.814
3741.pdbqt,-8.814
5498.pdbqt,-8.813
2720.pdbqt,-8.813
2819.pdbqt,-8.812
7589.pdbqt,-8.812
5626.pdbqt,-8.812
6074.pdbqt,-8.812
878.pdbqt,-8.812
7793.pdbqt,-8.811
215.pdbqt,-8.811
3361.pdbqt,-8.81
6995.pdbqt,-8.809
2080.pdbqt,-8.809
3410.pdbqt,-8.809
8048.pdbqt,-8.809
5636.pdbqt,-8.809
1190.pdbqt,-8.808
7924.pdbqt,-8.808
4088.pdbqt,-8.808
4664.pdbqt,-8.808
576.pdbqt,-8.808
5148.pdbqt,-8.808
728.pdbqt,-8.808
3073.pdbqt,-8.807
4066.pdbqt,-8.807
2748.pdbqt,-8.806
8434.pdbqt,-8.806
7162.pdbqt,-8.806
8340.pdbqt,-8.806
5780.pdbqt,-8.806
749.pdbqt,-8.805
7804.pdbqt,-8.804
8366.pdbqt,-8.804
7449.pdbqt,-8.803
4478.pdbqt,-8.803
3764.pdbqt,-8.802
7556.pdbqt,-8.802
256.pdbqt,-8.802
8550.pdbqt,-8.801
450.pdbqt,-8.801
7022.pdbqt,-8.801
1712.pdbqt,-8.8
128.pdbqt,-8.8
2234.pdbqt,-8.8
1653.pdbqt,-8.799
5800.pdbqt,-8.799
4588.pdbqt,-8.798
8312.pdbqt,-8.798
8060.pdbqt,-8.798
7890.pdbqt,-8.798
4072.pdbqt,-8.797
3962.pdbqt,-8.797
4196.pdbqt,-8.797
6554.pdbqt,-8.797
8794.pdbqt,-8.797
3640.pdbqt,-8.796
4587.pdbqt,-8.796
1509.pdbqt,-8.796
7116.pdbqt,-8.795
8889.pdbqt,-8.795
6470.pdbqt,-8.795
6603.pdbqt,-8.795
2542.pdbqt,-8.794
6563.pdbqt,-8.794
6252.pdbqt,-8.793
3662.pdbqt,-8.793
4384.pdbqt,-8.793
3345.pdbqt,-8.792
2926.pdbqt,-8.792
4954.pdbqt,-8.792
6870.pdbqt,-8.792
3547.pdbqt,-8.792
5735.pdbqt,-8.792
4950.pdbqt,-8.792
358.pdbqt,-8.791
7168.pdbqt,-8.791
2878.pdbqt,-8.791
844.pdbqt,-8.791
148.pdbqt,-8.791
7676.pdbqt,-8.791
2301.pdbqt,-8.791
4856.pdbqt,-8.791
2480.pdbqt,-8.791
4366.pdbqt,-8.79
8934.pdbqt,-8.79
9150.pdbqt,-8.789
2861.pdbqt,-8.789
6896.pdbqt,-8.788
8414.pdbqt,-8.788
4418.pdbqt,-8.788
585.pdbqt,-8.787
130.pdbqt,-8.787
950.pdbqt,-8.787
4857.pdbqt,-8.787
7717.pdbqt,-8.787
2050.pdbqt,-8.787
5222.pdbqt,-8.787
5796.pdbqt,-8.787
9062.pdbqt,-8.786
5678.pdbqt,-8.786
416.pdbqt,-8.785
5324.pdbqt,-8.785
9122.pdbqt,-8.785
1912.pdbqt,-8.785
2972.pdbqt,-8.785
4335.pdbqt,-8.785
6002.pdbqt,-8.784
5652.pdbqt,-8.784
3908.pdbqt,-8.784
2047.pdbqt,-8.784
2595.pdbqt,-8.783
7254.pdbqt,-8.782
2691.pdbqt,-8.782
5418.pdbqt,-8.782
3674.pdbqt,-8.781
8760.pdbqt,-8.78
8901.pdbqt,-8.779
683.pdbqt,-8.778
262.pdbqt,-8.778
2902.pdbqt,-8.778
1502.pdbqt,-8.778
7124.pdbqt,-8.778
5198.pdbqt,-8.778
1816.pdbqt,-8.778
838.pdbqt,-8.778
1206.pdbqt,-8.777
5930.pdbqt,-8.777
7366.pdbqt,-8.777
6864.pdbqt,-8.776
7956.pdbqt,-8.775
2744.pdbqt,-8.775
8464.pdbqt,-8.775
2608.pdbqt,-8.774
8147.pdbqt,-8.774
288.pdbqt,-8.774
2612.pdbqt,-8.773
841.pdbqt,-8.773
712.pdbqt,-8.773
4114.pdbqt,-8.773
8402.pdbqt,-8.771
6104.pdbqt,-8.771
9175.pdbqt,-8.77
4916.pdbqt,-8.77
7588.pdbqt,-8.77
4672.pdbqt,-8.77
3901.pdbqt,-8.77
3322.pdbqt,-8.769
4457.pdbqt,-8.768
4673.pdbqt,-8.767
5698.pdbqt,-8.767
3478.pdbqt,-8.767
7250.pdbqt,-8.765
2992.pdbqt,-8.765
4016.pdbqt,-8.765
5829.pdbqt,-8.765
677.pdbqt,-8.764
6260.pdbqt,-8.764
2533.pdbqt,-8.763
3402.pdbqt,-8.763
1482.pdbqt,-8.763
5876.pdbqt,-8.763
1839.pdbqt,-8.763
4122.pdbqt,-8.762
5152.pdbqt,-8.762
6446.pdbqt,-8.762
7178.pdbqt,-8.762
7100.pdbqt,-8.762
4110.pdbqt,-8.761
5775.pdbqt,-8.761
2864.pdbqt,-8.76
8474.pdbqt,-8.76
472.pdbqt,-8.759
9008.pdbqt,-8.758
3945.pdbqt,-8.758
5384.pdbqt,-8.758
3660.pdbqt,-8.758
8772.pdbqt,-8.757
1932.pdbqt,-8.757
7454.pdbqt,-8.757
2086.pdbqt,-8.755
4382.pdbqt,-8.755
5634.pdbqt,-8.754
1608.pdbqt,-8.754
7496.pdbqt,-8.754
4693.pdbqt,-8.753
7998.pdbqt,-8.753
8984.pdbqt,-8.752
2248.pdbqt,-8.752
1770.pdbqt,-8.752
6782.pdbqt,-8.752
3108.pdbqt,-8.752
6910.pdbqt,-8.751
7337.pdbqt,-8.751
9164.pdbqt,-8.75
8146.pdbqt,-8.75
8885.pdbqt,-8.749
4040.pdbqt,-8.749
3114.pdbqt,-8.749
7629.pdbqt,-8.748
5249.pdbqt,-8.748
5258.pdbqt,-8.748
8529.pdbqt,-8.748
7737.pdbqt,-8.748
3116.pdbqt,-8.747
6184.pdbqt,-8.747
3434.pdbqt,-8.747
6634.pdbqt,-8.747
1311.pdbqt,-8.746
1298.pdbqt,-8.746
6794.pdbqt,-8.746
3808.pdbqt,-8.745
6590.pdbqt,-8.745
4917.pdbqt,-8.745
3332.pdbqt,-8.745
9057.pdbqt,-8.745
9161.pdbqt,-8.745
1314.pdbqt,-8.744
3368.pdbqt,-8.744
5356.pdbqt,-8.744
4400.pdbqt,-8.743
2639.pdbqt,-8.743
5192.pdbqt,-8.743
5228.pdbqt,-8.743
6888.pdbqt,-8.742
4730.pdbqt,-8.742
653.pdbqt,-8.742
4556.pdbqt,-8.742
6441.pdbqt,-8.741
4909.pdbqt,-8.741
6866.pdbqt,-8.741
8006.pdbqt,-8.741
6218.pdbqt,-8.74
4191.pdbqt,-8.74
6984.pdbqt,-8.739
3723.pdbqt,-8.739
4508.pdbqt,-8.739
5605.pdbqt,-8.738
1300.pdbqt,-8.737
1918.pdbqt,-8.737
5462.pdbqt,-8.737
8509.pdbqt,-8.736
2182.pdbqt,-8.735
5904.pdbqt,-8.735
5069.pdbqt,-8.735
7688.pdbqt,-8.735
4042.pdbqt,-8.735
3264.pdbqt,-8.734
8727.pdbqt,-8.734
3150.pdbqt,-8.734
4106.pdbqt,-8.734
7840.pdbqt,-8.734
7004.pdbqt,-8.734
2984.pdbqt,-8.733
2882.pdbqt,-8.733
8948.pdbqt,-8.733
5951.pdbqt,-8.733
8628.pdbqt,-8.732
5998.pdbqt,-8.732
6704.pdbqt,-8.731
4205.pdbqt,-8.731
8448.pdbqt,-8.731
2846.pdbqt,-8.731
6614.pdbqt,-8.731
1307.pdbqt,-8.731
3228.pdbqt,-8.729
3298.pdbqt,-8.729
6752.pdbqt,-8.728
2616.pdbqt,-8.728
3050.pdbqt,-8.728
5492.pdbqt,-8.727
7322.pdbqt,-8.727
5432.pdbqt,-8.726
373.pdbqt,-8.726
4749.pdbqt,-8.725
812.pdbqt,-8.724
6932.pdbqt,-8.723
2216.pdbqt,-8.723
1080.pdbqt,-8.723
2599.pdbqt,-8.722
5659.pdbqt,-8.722
4626.pdbqt,-8.722
8064.pdbqt,-8.722
9178.pdbqt,-8.721
8673.pdbqt,-8.721
1718.pdbqt,-8.721
4853.pdbqt,-8.721
1038.pdbqt,-8.721
1618.pdbqt,-8.721
2550.pdbqt,-8.721
6504.pdbqt,-8.719
3944.pdbqt,-8.719
5190.pdbqt,-8.719
4616.pdbqt,-8.719
5375.pdbqt,-8.718
5382.pdbqt,-8.718
7814.pdbqt,-8.718
6545.pdbqt,-8.717
5558.pdbqt,-8.717
1706.pdbqt,-8.717
326.pdbqt,-8.717
2578.pdbqt,-8.716
7602.pdbqt,-8.716
8927.pdbqt,-8.716
7726.pdbqt,-8.716
1746.pdbqt,-8.715
5564.pdbqt,-8.715
8799.pdbqt,-8.715
1036.pdbqt,-8.715
7186.pdbqt,-8.715
2769.pdbqt,-8.715
1057.pdbqt,-8.715
1626.pdbqt,-8.714
9004.pdbqt,-8.714
7362.pdbqt,-8.714
3752.pdbqt,-8.714
8021.pdbqt,-8.713
6430.pdbqt,-8.713
4083.pdbqt,-8.713
7382.pdbqt,-8.713
4614.pdbqt,-8.712
5234.pdbqt,-8.712
3401.pdbqt,-8.711
2506.pdbqt,-8.711
3758.pdbqt,-8.711
3338.pdbqt,-8.711
2353.pdbqt,-8.711
7195.pdbqt,-8.711
5154.pdbqt,-8.71
1568.pdbqt,-8.71
6952.pdbqt,-8.71
5750.pdbqt,-8.71
8216.pdbqt,-8.71
4982.pdbqt,-8.71
5434.pdbqt,-8.709
8892.pdbqt,-8.709
7038.pdbqt,-8.709
3574.pdbqt,-8.708
6062.pdbqt,-8.708
8438.pdbqt,-8.708
213.pdbqt,-8.708
5806.pdbqt,-8.708
3824.pdbqt,-8.707
6332.pdbqt,-8.707
7802.pdbqt,-8.707
5486.pdbqt,-8.707
5803.pdbqt,-8.707
1644.pdbqt,-8.706
5542.pdbqt,-8.705
5914.pdbqt,-8.705
8050.pdbqt,-8.704
8295.pdbqt,-8.704
6032.pdbqt,-8.704
1642.pdbqt,-8.703
2256.pdbqt,-8.703
1894.pdbqt,-8.703
7342.pdbqt,-8.703
7037.pdbqt,-8.702
2978.pdbqt,-8.702
4920.pdbqt,-8.702
8612.pdbqt,-8.702
3304.pdbqt,-8.702
8970.pdbqt,-8.701
998.pdbqt,-8.701
5882.pdbqt,-8.701
5991.pdbqt,-8.701
6843.pdbqt,-8.701
4945.pdbqt,-8.7
7808.pdbqt,-8.7
5888.pdbqt,-8.699
2674.pdbqt,-8.698
6531.pdbqt,-8.698
3566.pdbqt,-8.698
4220.pdbqt,-8.698
3998.pdbqt,-8.698
5955.pdbqt,-8.698
6320.pdbqt,-8.697
7390.pdbqt,-8.697
8492.pdbqt,-8.697
5024.pdbqt,-8.697
2218.pdbqt,-8.696
6129.pdbqt,-8.696
9162.pdbqt,-8.696
500.pdbqt,-8.696
7283.pdbqt,-8.696
5458.pdbqt,-8.695
896.pdbqt,-8.694
8741.pdbqt,-8.694
6220.pdbqt,-8.694
3287.pdbqt,-8.694
6886.pdbqt,-8.693
6999.pdbqt,-8.693
4014.pdbqt,-8.692
4184.pdbqt,-8.692
7697.pdbqt,-8.692
3464.pdbqt,-8.691
831.pdbqt,-8.691
8356.pdbqt,-8.691
7798.pdbqt,-8.691
4048.pdbqt,-8.69
6680.pdbqt,-8.689
8075.pdbqt,-8.689
3670.pdbqt,-8.688
2911.pdbqt,-8.688
990.pdbqt,-8.687
6386.pdbqt,-8.687
920.pdbqt,-8.687
4524.pdbqt,-8.686
8385.pdbqt,-8.686
2798.pdbqt,-8.686
6801.pdbqt,-8.685
5195.pdbqt,-8.685
3986.pdbqt,-8.684
64.pdbqt,-8.684
1230.pdbqt,-8.684
7110.pdbqt,-8.684
6254.pdbqt,-8.684
3618.pdbqt,-8.683
6974.pdbqt,-8.683
5426.pdbqt,-8.683
6734.pdbqt,-8.683
5874.pdbqt,-8.683
789.pdbqt,-8.683
3762.pdbqt,-8.683
6056.pdbqt,-8.682
6331.pdbqt,-8.682
7206.pdbqt,-8.682
2591.pdbqt,-8.682
1883.pdbqt,-8.682
3968.pdbqt,-8.681
4063.pdbqt,-8.681
2682.pdbqt,-8.68
5039.pdbqt,-8.68
3919.pdbqt,-8.68
3818.pdbqt,-8.679
6298.pdbqt,-8.679
3932.pdbqt,-8.679
7312.pdbqt,-8.678
6066.pdbqt,-8.678
8961.pdbqt,-8.678
8876.pdbqt,-8.678
874.pdbqt,-8.678
3683.pdbqt,-8.677
4831.pdbqt,-8.677
3062.pdbqt,-8.677
5630.pdbqt,-8.677
6580.pdbqt,-8.676
1058.pdbqt,-8.676
5303.pdbqt,-8.676
5252.pdbqt,-8.676
1456.pdbqt,-8.675
7160.pdbqt,-8.675
8756.pdbqt,-8.675
8102.pdbqt,-8.674
7350.pdbqt,-8.674
1350.pdbqt,-8.674
1910.pdbqt,-8.673
6518.pdbqt,-8.673
1370.pdbqt,-8.673
51.pdbqt,-8.673
6550.pdbqt,-8.672
4981.pdbqt,-8.672
2765.pdbqt,-8.672
3320.pdbqt,-8.672
8910.pdbqt,-8.672
1187.pdbqt,-8.672
8270.pdbqt,-8.672
7152.pdbqt,-8.671
3084.pdbqt,-8.671
5860.pdbqt,-8.671
7895.pdbqt,-8.671
7902.pdbqt,-8.67
933.pdbqt,-8.67
5094.pdbqt,-8.67
5983.pdbqt,-8.67
882.pdbqt,-8.668
7204.pdbqt,-8.668
4464.pdbqt,-8.668
1091.pdbqt,-8.668
6137.pdbqt,-8.668
3942.pdbqt,-8.668
7580.pdbqt,-8.668
6434.pdbqt,-8.668
7550.pdbqt,-8.667
6266.pdbqt,-8.667
6930.pdbqt,-8.667
4500.pdbqt,-8.667
7226.pdbqt,-8.667
216.pdbqt,-8.667
2544.pdbqt,-8.667
5742.pdbqt,-8.666
798.pdbqt,-8.666
144.pdbqt,-8.666
8624.pdbqt,-8.666
1958.pdbqt,-8.666
1584.pdbqt,-8.665
5771.pdbqt,-8.665
7274.pdbqt,-8.665
1160.pdbqt,-8.665
3412.pdbqt,-8.665
3496.pdbqt,-8.664
7296.pdbqt,-8.664
8327.pdbqt,-8.663
66.pdbqt,-8.663
1503.pdbqt,-8.663
218.pdbqt,-8.663
1795.pdbqt,-8.662
8024.pdbqt,-8.662
8577.pdbqt,-8.662
1964.pdbqt,-8.662
7862.pdbqt,-8.662
5851.pdbqt,-8.661
8774.pdbqt,-8.661
967.pdbqt,-8.661
6414.pdbqt,-8.661
5870.pdbqt,-8.661
4658.pdbqt,-8.661
8100.pdbqt,-8.661
1224.pdbqt,-8.66
3132.pdbqt,-8.66
6196.pdbqt,-8.66
522.pdbqt,-8.66
5666.pdbqt,-8.659
8974.pdbqt,-8.658
2896.pdbqt,-8.658
694.pdbqt,-8.658
3860.pdbqt,-8.658
7722.pdbqt,-8.658
5393.pdbqt,-8.657
4113.pdbqt,-8.657
7306.pdbqt,-8.657
7640.pdbqt,-8.657
321.pdbqt,-8.657
4568.pdbqt,-8.656
4430.pdbqt,-8.656
4342.pdbqt,-8.656
3980.pdbqt,-8.656
8384.pdbqt,-8.656
1248.pdbqt,-8.656
9148.pdbqt,-8.656
460.pdbqt,-8.655
5986.pdbqt,-8.655
8718.pdbqt,-8.655
7388.pdbqt,-8.654
7225.pdbqt,-8.654
8056.pdbqt,-8.654
8244.pdbqt,-8.653
2321.pdbqt,-8.653
1619.pdbqt,-8.653
5260.pdbqt,-8.653
334.pdbqt,-8.652
8074.pdbqt,-8.652
7584.pdbqt,-8.652
7611.pdbqt,-8.652
3250.pdbqt,-8.651
5672.pdbqt,-8.651
3725.pdbqt,-8.651
1019.pdbqt,-8.651
7481.pdbqt,-8.651
7591.pdbqt,-8.65
5667.pdbqt,-8.65
3255.pdbqt,-8.65
8478.pdbqt,-8.649
6491.pdbqt,-8.649
1000.pdbqt,-8.649
1897.pdbqt,-8.649
3992.pdbqt,-8.649
4821.pdbqt,-8.649
2508.pdbqt,-8.649
2396.pdbqt,-8.649
6837.pdbqt,-8.649
699.pdbqt,-8.649
7506.pdbqt,-8.648
7395.pdbqt,-8.648
4659.pdbqt,-8.648
8950.pdbqt,-8.647
4150.pdbqt,-8.647
2294.pdbqt,-8.647
264.pdbqt,-8.647
6646.pdbqt,-8.647
5271.pdbqt,-8.646
2180.pdbqt,-8.645
6583.pdbqt,-8.645
7035.pdbqt,-8.645
7257.pdbqt,-8.645
1420.pdbqt,-8.645
9106.pdbqt,-8.644
5768.pdbqt,-8.644
1201.pdbqt,-8.644
2358.pdbqt,-8.644
784.pdbqt,-8.644
5561.pdbqt,-8.644
6574.pdbqt,-8.644
3458.pdbqt,-8.643
7301.pdbqt,-8.643
4032.pdbqt,-8.643
3856.pdbqt,-8.643
1702.pdbqt,-8.643
4273.pdbqt,-8.643
4628.pdbqt,-8.643
5467.pdbqt,-8.643
8618.pdbqt,-8.642
4488.pdbqt,-8.642
5379.pdbqt,-8.642
6818.pdbqt,-8.641
2598.pdbqt,-8.641
5726.pdbqt,-8.641
101.pdbqt,-8.641
2644.pdbqt,-8.64
4660.pdbqt,-8.64
6628.pdbqt,-8.64
5290.pdbqt,-8.64
8036.pdbqt,-8.639
7298.pdbqt,-8.639
4064.pdbqt,-8.638
2038.pdbqt,-8.638
2474.pdbqt,-8.638
8398.pdbqt,-8.637
740.pdbqt,-8.637
5402.pdbqt,-8.637
3270.pdbqt,-8.637
4900.pdbqt,-8.637
5424.pdbqt,-8.636
7758.pdbqt,-8.636
5759.pdbqt,-8.636
3544.pdbqt,-8.636
2836.pdbqt,-8.635
410.pdbqt,-8.635
2771.pdbqt,-8.635
910.pdbqt,-8.635
9160.pdbqt,-8.634
5813.pdbqt,-8.634
1784.pdbqt,-8.634
2708.pdbqt,-8.633
8334.pdbqt,-8.633
6163.pdbqt,-8.633
6612.pdbqt,-8.633
987.pdbqt,-8.633
985.pdbqt,-8.632
4463.pdbqt,-8.632
4803.pdbqt,-8.632
7085.pdbqt,-8.631
1250.pdbqt,-8.631
7334.pdbqt,-8.63
7460.pdbqt,-8.63
6901.pdbqt,-8.63
6329.pdbqt,-8.63
280.pdbqt,-8.63
2434.pdbqt,-8.63
4543.pdbqt,-8.63
7184.pdbqt,-8.63
3532.pdbqt,-8.63
9103.pdbqt,-8.629
8080.pdbqt,-8.629
5345.pdbqt,-8.629
7138.pdbqt,-8.629
1740.pdbqt,-8.628
5719.pdbqt,-8.628
3341.pdbqt,-8.628
842.pdbqt,-8.628
6170.pdbqt,-8.628
1976.pdbqt,-8.627
8985.pdbqt,-8.627
5120.pdbqt,-8.627
4038.pdbqt,-8.627
4421.pdbqt,-8.627
166.pdbqt,-8.627
6027.pdbqt,-8.626
5511.pdbqt,-8.626
4472.pdbqt,-8.626
1707.pdbqt,-8.626
2510.pdbqt,-8.625
6894.pdbqt,-8.625
8712.pdbqt,-8.625
4461.pdbqt,-8.625
5188.pdbqt,-8.625
4426.pdbqt,-8.624
8655.pdbqt,-8.624
1172.pdbqt,-8.624
8165.pdbqt,-8.624
5505.pdbqt,-8.624
7982.pdbqt,-8.623
2832.pdbqt,-8.623
7638.pdbqt,-8.623
6083.pdbqt,-8.623
5960.pdbqt,-8.622
6236.pdbqt,-8.622
5807.pdbqt,-8.622
8583.pdbqt,-8.622
4732.pdbqt,-8.622
6208.pdbqt,-8.622
4085.pdbqt,-8.621
1406.pdbqt,-8.621
1037.pdbqt,-8.621
3200.pdbqt,-8.621
6808.pdbqt,-8.62
6261.pdbqt,-8.62
717.pdbqt,-8.619
6700.pdbqt,-8.619
6898.pdbqt,-8.618
1496.pdbqt,-8.618
8795.pdbqt,-8.618
4140.pdbqt,-8.618
6548.pdbqt,-8.618
8582.pdbqt,-8.618
2920.pdbqt,-8.618
6275.pdbqt,-8.618
1822.pdbqt,-8.617
6516.pdbqt,-8.617
8316.pdbqt,-8.617
6388.pdbqt,-8.617
8205.pdbqt,-8.617
6224.pdbqt,-8.616
3044.pdbqt,-8.616
8418.pdbqt,-8.616
638.pdbqt,-8.616
5753.pdbqt,-8.616
7538.pdbqt,-8.616
3262.pdbqt,-8.616
3728.pdbqt,-8.616
2040.pdbqt,-8.615
6876.pdbqt,-8.615
980.pdbqt,-8.615
1296.pdbqt,-8.615
7524.pdbqt,-8.614
3078.pdbqt,-8.613
3904.pdbqt,-8.613
1597.pdbqt,-8.612
5785.pdbqt,-8.612
5114.pdbqt,-8.612
124.pdbqt,-8.612
8077.pdbqt,-8.612
8571.pdbqt,-8.611
5546.pdbqt,-8.611
2090.pdbqt,-8.611
3374.pdbqt,-8.61
6747.pdbqt,-8.61
5073.pdbqt,-8.61
98.pdbqt,-8.61
8890.pdbqt,-8.61
4368.pdbqt,-8.61
1640.pdbqt,-8.609
5555.pdbqt,-8.609
6741.pdbqt,-8.609
5106.pdbqt,-8.608
5889.pdbqt,-8.607
5919.pdbqt,-8.607
1563.pdbqt,-8.607
7343.pdbqt,-8.607
6347.pdbqt,-8.606
601.pdbqt,-8.606
3760.pdbqt,-8.606
2690.pdbqt,-8.606
2837.pdbqt,-8.606
5846.pdbqt,-8.605
810.pdbqt,-8.605
2386.pdbqt,-8.604
3504.pdbqt,-8.604
6693.pdbqt,-8.604
8306.pdbqt,-8.604
4094.pdbqt,-8.604
155.pdbqt,-8.604
6216.pdbqt,-8.604
1059.pdbqt,-8.603
3244.pdbqt,-8.603
1043.pdbqt,-8.602
6214.pdbqt,-8.602
4322.pdbqt,-8.602
3784.pdbqt,-8.602
4316.pdbqt,-8.602
308.pdbqt,-8.602
6552.pdbqt,-8.602
7452.pdbqt,-8.602
2816.pdbqt,-8.602
6360.pdbqt,-8.602
2284.pdbqt,-8.602
4031.pdbqt,-8.601
1922.pdbqt,-8.601
3422.pdbqt,-8.601
3800.pdbqt,-8.6
1646.pdbqt,-8.6
750.pdbqt,-8.6
7636.pdbqt,-8.599
8096.pdbqt,-8.598
8082.pdbqt,-8.598
3235.pdbqt,-8.598
8030.pdbqt,-8.598
2326.pdbqt,-8.597
6986.pdbqt,-8.597
650.pdbqt,-8.597
7712.pdbqt,-8.597
3589.pdbqt,-8.596
8381.pdbqt,-8.596
6302.pdbqt,-8.596
7562.pdbqt,-8.596
4781.pdbqt,-8.596
5177.pdbqt,-8.596
2810.pdbqt,-8.596
4848.pdbqt,-8.595
7118.pdbqt,-8.595
3528.pdbqt,-8.594
2942.pdbqt,-8.594
3164.pdbqt,-8.594
4259.pdbqt,-8.594
8662.pdbqt,-8.594
7161.pdbqt,-8.594
1971.pdbqt,-8.594
7948.pdbqt,-8.594
1566.pdbqt,-8.593
5442.pdbqt,-8.593
8162.pdbqt,-8.593
1516.pdbqt,-8.593
2918.pdbqt,-8.593
2717.pdbqt,-8.593
7326.pdbqt,-8.592
411.pdbqt,-8.592
8805.pdbqt,-8.592
8584.pdbqt,-8.591
5864.pdbqt,-8.591
5276.pdbqt,-8.591
4004.pdbqt,-8.591
3890.pdbqt,-8.59
7954.pdbqt,-8.59
4963.pdbqt,-8.59
5510.pdbqt,-8.59
3136.pdbqt,-8.589
126.pdbqt,-8.588
8128.pdbqt,-8.588
5762.pdbqt,-8.588
62.pdbqt,-8.588
2042.pdbqt,-8.587
8766.pdbqt,-8.587
159.pdbqt,-8.587
3656.pdbqt,-8.586
3982.pdbqt,-8.586
1294.pdbqt,-8.586
5931.pdbqt,-8.585
2412.pdbqt,-8.584
5138.pdbqt,-8.584
6835.pdbqt,-8.584
4727.pdbqt,-8.584
6497.pdbqt,-8.584
5400.pdbqt,-8.583
176.pdbqt,-8.583
5020.pdbqt,-8.583
7244.pdbqt,-8.583
5514.pdbqt,-8.583
8666.pdbqt,-8.583
4331.pdbqt,-8.583
9092.pdbqt,-8.582
796.pdbqt,-8.582
2927.pdbqt,-8.582
2178.pdbqt,-8.582
7682.pdbqt,-8.582
6869.pdbqt,-8.582
8620.pdbqt,-8.581
3564.pdbqt,-8.581
4994.pdbqt,-8.581
6956.pdbqt,-8.58
6598.pdbqt,-8.58
6417.pdbqt,-8.58
512.pdbqt,-8.58
8516.pdbqt,-8.58
5770.pdbqt,-8.579
4683.pdbqt,-8.579
4027.pdbqt,-8.579
7070.pdbqt,-8.579
1142.pdbqt,-8.578
2868.pdbqt,-8.578
3841.pdbqt,-8.578
8089.pdbqt,-8.578
8168.pdbqt,-8.578
6268.pdbqt,-8.577
7867.pdbqt,-8.577
5062.pdbqt,-8.577
5130.pdbqt,-8.577
2394.pdbqt,-8.577
2204.pdbqt,-8.577
5472.pdbqt,-8.576
518.pdbqt,-8.576
6028.pdbqt,-8.576
3469.pdbqt,-8.575
3902.pdbqt,-8.575
702.pdbqt,-8.575
6758.pdbqt,-8.575
5253.pdbqt,-8.575
7188.pdbqt,-8.575
2646.pdbqt,-8.575
1942.pdbqt,-8.574
4642.pdbqt,-8.574
6977.pdbqt,-8.574
7599.pdbqt,-8.574
8726.pdbqt,-8.574
1561.pdbqt,-8.574
7607.pdbqt,-8.574
8066.pdbqt,-8.573
8288.pdbqt,-8.572
3058.pdbqt,-8.572
6980.pdbqt,-8.572
8397.pdbqt,-8.572
3718.pdbqt,-8.572
8692.pdbqt,-8.572
6356.pdbqt,-8.571
8345.pdbqt,-8.571
8956.pdbqt,-8.571
7052.pdbqt,-8.571
7490.pdbqt,-8.571
3600.pdbqt,-8.571
7578.pdbqt,-8.57
9046.pdbqt,-8.57
5708.pdbqt,-8.57
71.pdbqt,-8.57
1854.pdbqt,-8.57
3482.pdbqt,-8.569
4214.pdbqt,-8.569
809.pdbqt,-8.569
4416.pdbqt,-8.569
1928.pdbqt,-8.568
1162.pdbqt,-8.568
7510.pdbqt,-8.567
7154.pdbqt,-8.567
198.pdbqt,-8.567
263.pdbqt,-8.567
3110.pdbqt,-8.566
6976.pdbqt,-8.566
5211.pdbqt,-8.566
179.pdbqt,-8.566
2078.pdbqt,-8.565
4866.pdbqt,-8.565
